0.052792,1266.3
0.158376,1242.98
0.26396,1258.12
0.369544,1278.05
0.475128,1284.19
0.580712,1288.26
0.686296,1259.6
0.79188,1258.31
0.897464,1252.16
1.00305,1264.89
1.10863,1268.09
1.21422,1313.88
1.3198,1318.62
1.42538,1248.02
1.53097,1210.23
1.63655,1282.04
1.74214,1347.82
1.84772,1324.92
1.9533,1247.37
2.05889,1242.78
2.16447,1276.47
2.27006,1229.27
2.37564,1196.06
2.48122,1265.98
2.58681,1325.33
2.69239,1318.72
2.79797,1230.88
2.90356,1223.57
3.00914,1314.36
3.11473,1312.86
3.22031,1265.36
3.32589,1238.35
3.43148,1273.25
3.53706,1319.11
3.64265,1275.37
3.74823,1224.86
3.85381,1277.78
3.9594,1303.44
4.06498,1295.78
4.17057,1235.76
4.27615,1254.76
4.38173,1311.19
4.48732,1312.83
4.5929,1268.52
4.69849,1217.51
4.80407,1237.71
4.90965,1284.89
5.01524,1307.6
5.12082,1270.28
5.22641,1255.8

