0.0550257,1067.64
0.165077,1086.31
0.275129,1112.08
0.38518,1111.74
0.495231,1117.4
0.605283,1119.99
0.715334,1138.46
0.825386,1145
0.935437,1125.21
1.04549,1111.02
1.15554,1119.66
1.26559,1105.19
1.37564,1106.61
1.48569,1127.4
1.59575,1133.55
1.7058,1146.16
1.81585,1162.68
1.9259,1121.08
2.03595,1102.2
2.146,1159.89
2.25605,1100.85
2.36611,1069.5
2.47616,1157.91
2.58621,1130.55
2.69626,1010.22
2.80631,1102.55
2.91636,1196.53
3.02641,1111.52
3.13646,1085.8
3.24652,1184.55
3.35657,1181.34
3.46662,1092.9
3.57667,1129.74
3.68672,1180.19
3.79677,1150.78
3.90682,1041.82
4.01688,1050.08
4.12693,1133.27
4.23698,1153.42
4.34703,1104.8
4.45708,1104.27
4.56713,1161.46
4.67718,1127.69
4.78724,1139.26
4.89729,1158.59
5.00734,1126.24
5.11739,1107.01
5.22744,1127.7
5.33749,1165.04
5.44754,1105.57

