0.050955,1409.87
0.152865,1469.09
0.254775,1463.98
0.356685,1430.02
0.458595,1426.33
0.560505,1408.38
0.662415,1417.89
0.764325,1467.5
0.866235,1385.21
0.968145,1370.42
1.07005,1416.48
1.17196,1523.03
1.27387,1426.56
1.37578,1354.79
1.47769,1318.29
1.5796,1355.65
1.68151,1426.36
1.78342,1437.57
1.88533,1407.68
1.98724,1421.71
2.08915,1474.48
2.19106,1514.16
2.29297,1389.4
2.39488,1355.73
2.49679,1392.37
2.5987,1474.85
2.70061,1461.37
2.80252,1379.59
2.90443,1376.93
3.00634,1476.65
3.10825,1525.82
3.21016,1478.46
3.31207,1352.55
3.41398,1332.29
3.51589,1421.57
3.6178,1480.19
3.71971,1367.97
3.82162,1393.39
3.92353,1421.07
4.02544,1410.83
4.12735,1372.44
4.22926,1441.46
4.33117,1547.41
4.43308,1396.19
4.53499,1337.4
4.6369,1370.35
4.73881,1374.86
4.84072,1372.66
4.94263,1398.19
5.04454,1401.62

