,P,Density,T,Name
9986,101.325,1427.4,298.15,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
10001,101.325,1338.1,298.15,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide
10016,101.325,1458.7,298.15,1-ethylpyridinium bis(fluorosulfonyl)amide
10031,101.325,1369.4,298.15,1-butylpyridinium bis(fluorosulfonyl)amide
10046,101.325,1301.9,298.15,1-hexylpyridinium bis(fluorosulfonyl)amide
10061,101.325,1407.1,298.15,1-ethyl-3-methylpyridinium bis(fluorosulfonyl)amide
10076,101.325,1611.1,298.15,1-butyl-3-methyl-1H-imidazolium bis(perfluorobutylsulfonyl)amide
10091,101.325,1518.5,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
10106,101.325,1101.2,298.15,1-ethyl-3-methylimidazolium dicyanamide
10121,101.325,1441.4,298.15,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide
10134,101.325,1569.2,298.15,"1,3-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide"
10149,101.325,1213.1,298.15,1-nonyl-3-methylimidazolium hexafluorophosphate
10164,101.325,1367.4,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
10179,101.325,1327.8,298.15,1-methyl-3-pentylimidazolium hexafluorophosphate
10194,101.325,1236.9,298.15,1-octyl-3-methylimidazolium hexafluorophosphate
10209,101.325,1262.6,298.15,1-heptyl-3-methylimidazolium hexafluorophosphate
10224,101.325,1294.2,298.15,1-hexyl-3-methylimidazolium hexafluorophosphate
10239,101.325,1238.7,298.15,1-(2-chloroethyl)-3-methylimidazolium dicyanamide
10254,101.325,1109.9,298.15,1-allyl-3-methylimidazolium dicyanamide
10269,101.325,1186.2,298.15,3-(2-hydroxyethyl)-1-methyl-1H-imidazol-3-ium dicyanoazanide
10284,101.325,1152.4,298.15,1-(3-cyanopropyl)-3-methylimidazolium cyanocyanamide
10299,101.325,1409.6,298.15,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide
10314,101.325,1252.0,298.15,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate
10329,101.325,1275.2,298.15,1-butyl-3-methylpyridinium trifluoromethanesulfonate
10344,101.325,1036.1,298.15,1-ethyl-3-methylimidazolium tetracyanoborate
10359,101.325,989.8,298.15,1-hexyl-3-methylimidazolium tetracyanoborate
10376,101.3,1112.7,298.15,1-octylpyridinium tetrafluoroborate
10391,101.3,1213.4,298.15,1-butylpyridinium tetrafluoroborate
10406,101.325,1252.7,298.15,1-butyl-3-methylimidazolium perchlorate
10511,101.325,1573.7,298.15,1-(2-hydroxyethyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
10526,101.325,1609.7,298.15,3-(cyanomethyl)-1-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
10553,101.325,996.0,298.15,tributylethylphosphonium diethylphosphate
10569,101.325,1262.6,298.16,1-heptyl-3-methylimidazolium hexafluorophosphate
10584,101.325,1212.6,298.18,1-nonyl-3-methylimidazolium hexafluorophosphate
10601,101.325,1157.0,298.22,1-hexyl-3-methylimidazolium tetrafluoroborate
10616,101.325,1201.0,298.29,1-butyl-3-methylimidazolium tetrafluoroborate
10631,101.325,1201.0,298.19,1-butyl-3-methylimidazolium tetrafluoroborate
10647,101.325,1101.2,298.15,1-ethyl-3-methylimidazolium acetate
10661,101.325,1234.0,298.15,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium trifluoro(trifluoromethyl)borate"
10676,101.325,1406.9,298.15,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
10691,101.325,1177.8,298.15,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium tetrafluoroborate"
10719,101.325,1479.0,298.15,1-butyl-3-cyanopyridinium bis(trifluoromethylsulfonyl)imide
10734,101.325,1408.9,298.15,"3-cyano-1-hexylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
10749,101.325,1407.1,298.15,1-hexyl-4-cyanopyridinium bis(trifluoromethylsulfonyl)imide
10764,101.325,1355.1,298.15,"3-cyano-1-octylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
10781,101.325,1067.2,298.15,tributylmethylphosphonium methyl sulfate
10796,101.325,1010.9,298.15,tributylethylphosphonium diethylphosphate
10811,101.325,1073.2,298.15,triisobutylmethylphosphonium p-toluenesulfonate
10826,101.325,1502.3,298.15,diethylmethylsulfonium bis[(trifluoromethyl)sulfonyl]imide
10841,101.325,1262.8,298.15,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide
10856,101.325,1462.1,298.15,triethylsulfonium bis((trifluoromethyl)sulfonyl)imide
10871,101.325,1394.2,298.15,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
10887,101.325,1003.9,298.15,"1,2,3-tris(diethylamino)-cyclopropenylium dicyanoamide"
10903,101.325,1401.26,298.15,"N-ethyl-N,N-dimethyl-1-propanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
10919,101.325,1372.1,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
10920,101.325,1372.2,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
10951,101.325,1359.92,298.15,"1-pentyl-1-methylpyrrolidinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
10967,101.325,1253.7,298.15,Tributylmethylphosphonium bis[(trifluoromethyl)sulfonyl]imide
10983,101.325,1418.69,298.15,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide"
10999,101.325,1339.3,298.15,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide
11015,101.325,1287.5,298.15,"N,N-diethyl-N-methyl-N-propylammonium bis(fluorosulfonyl)imide"
11031,101.325,1320.6,298.15,1-methyl-1-propylpiperidinium bis(fluorosulfonyl)imide
11047,101.0,1625.89,298.29,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
11097,101.325,1437.0,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
11098,101.325,1437.0,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
11107,101.325,1291.4,298.0,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide
11123,101.325,1191.1,298.0,"N,N,N-triethyldodecan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
11139,101.325,1218.1,298.0,"N,N,N-triethyl-1-decanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
11155,101.325,1251.2,298.0,triethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide
11171,101.325,1321.5,298.0,triethylpentylammonium bis(trifluoromethylsulfonyl)imide
11187,101.325,1230.6,298.15,"1,3-dimethylimidazolium methyl phosphonate"
11222,101.325,1483.31,298.27,1-butyl-3-methylimidazolium iodide
11241,101.0,1709.32,298.16,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
11253,101.325,1205.7,298.2,1-butyl-3-methylimidazolium methylsulfate
11270,101.325,1303.8,298.2,1-butyl-3-methylimidazolium trifluoromethanesulfonate
11287,101.325,1363.9,298.2,1-butyl-3-methylimidazolium hexafluorophosphate
11304,101.325,1201.0,298.2,1-butyl-3-methylimidazolium tetrafluoroborate
11325,101.325,1519.3,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
11342,101.325,1475.3,298.15,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide
11359,101.325,1432.5,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
11376,101.325,1066.1,298.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
11392,101.325,1114.4,298.15,1-methyl-3-octylimidazolium tetrafluoroborate
11409,101.325,1288.66,298.15,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide
11426,101.325,1187.7,298.15,"N,N,N-triethyldodecan-1-aminium bis((trifluoromethyl)sulfonyl)amide"
11443,101.325,1249.24,298.15,triethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide
11460,101.325,962.51,298.15,1-decyl-3-methyl-1H-imidazolium tetracyanoborate
11477,101.325,983.11,298.15,3-decyl-1-methylimidazolium tricyanomethanide
11494,101.325,975.1,298.15,1-methyl-3-octylimidazolium tetracyanoborate
11511,101.325,1000.54,298.15,1-methyl-3-octylimidazolium tricyanomethanide
11528,101.325,1020.62,298.15,3-hexyl-1-methylimidazolium tricyanomethanide
11545,101.325,1009.83,298.15,1-butyl-3-methyl-1H-imidazolium tetracyanoborate
11562,101.325,1047.23,298.15,1-butyl-3-methylimidazolium tricyanomethane
11579,101.325,1081.2,298.15,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
11596,101.325,990.56,298.15,1-hexyl-3-methylimidazolium tetracyanoborate
11613,101.325,1036.34,298.15,1-ethyl-3-methylimidazolium tetracyanoborate
11664,101.325,1372.0,298.16,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
11665,101.325,1372.0,298.16,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
11679,101.325,1184.6,298.15,1-benzyl-3-methyl-1H-imidazolium methyl sulfate
11695,101.325,1314.33,298.15,1-butylpyridinium trifluoromethanesulfonate
11715,101.325,1034.2,298.15,1-ethyl-1H-imidazolium acetate
11732,101.325,1016.1,298.15,"N,N-dimethylethanamine acetate"
11749,101.325,1052.3,298.15,1-butyl-3-methylimidazolium acetate
11767,101.325,1069.54,298.15,1-butyl-3-methylimidazolium thiocyanate
11785,101.325,1200.85,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
11803,101.325,1291.45,298.15,1-hexyl-3-methylimidazolium hexafluorophosphate
11821,101.325,1145.11,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate
11839,101.325,1261.4,298.15,3-methyl-1-undecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
11857,101.325,1344.6,298.15,1-heptyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
11875,101.325,1298.4,298.15,1-methyl-3-nonylimidazolium bis(trifluoromethanesulfonyl)imide
11893,101.325,1474.9,298.15,"1,3-diethylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
11911,101.325,1403.4,298.15,1-methyl-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide
11929,101.325,1399.0,298.15,"1,3-dipropyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
11947,101.325,1342.8,298.15,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide"
11965,101.325,1292.4,298.15,"1,3-dipentyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
11983,101.325,1255.0,298.15,"1,3-dihexyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
12001,101.325,1225.2,298.15,"1,3-diheptyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
12019,101.325,1194.8,298.15,"1,3-dioctyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
12037,101.325,1169.2,298.15,"1,3-dinonyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
12055,101.325,1152.2,298.15,"1,3-didecyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide"
12073,101.325,1448.7,298.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
12091,101.325,1412.2,298.15,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
12109,101.325,1394.2,298.15,1-hexylpyridinium bis(trifluromethylsulfonyl)imide
12127,101.325,1447.5,298.15,3-methyl-1-propylpyridinium bis(trifluoromethylsulfonyl)imide
12145,101.325,1412.8,298.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
12163,101.325,1283.3,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate
12181,101.325,1201.7,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
12199,101.325,1069.5,298.15,1-butyl-3-methylimidazolium thiocyanate
12217,101.325,1117.0,298.15,1-ethyl-3-methylimidazolium thiocyanate
12235,101.325,1028.9,298.15,1-hexyl-3-methylimidazolium dicyanamide
12253,101.325,1081.9,298.15,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
12271,101.325,1047.5,298.15,1-butyl-3-methylimidazolium tricyanomethane
12289,101.325,990.9,298.15,1-hexyl-3-methylimidazolium tetracyanoborate
12307,101.325,1104.0,298.15,1-ethyl-3-methylimidazolium dicyanamide
12325,101.325,1060.3,298.15,1-butyl-3-methylimidazolium dicyanamide
12343,101.325,955.2,298.15,tetradecyltrihexylphosphonium bromide
12361,101.325,880.6,298.15,trihexyltetradecylphosphonium decanoate
12379,101.325,885.3,298.15,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
12397,101.325,899.0,298.15,tetradecyl(trihexyl)phosphonium dicyanamide
12415,101.325,928.1,298.15,trihexyltetradecylphosphonium methanesulfonate
12433,101.325,889.9,298.15,trihexyl(tetradecyl)phosphonium chloride
12451,101.0,1372.3,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
12465,101.0,1145.3,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate
12466,101.0,1145.8,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate
12483,101.0,1201.4,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
12484,101.0,1201.7,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
12525,101.325,1146.0,298.06,1-hexyl-3-methylimidazolium tetrafluoroborate
12561,101.325,1415.9,298.2,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide"
12578,101.325,1340.0,298.15,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide"
12596,101.325,1241.5,298.15,1-ethyl-3-methylimidazolium methanesulfonate
12614,101.325,1094.2,298.15,1-ethyl-3-methylimidazolium octyl sulfate
12632,101.325,1364.7,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
12650,101.325,1099.7,298.15,1-ethyl-3-methylimidazolium acetate
12667,101.325,1101.0,298.15,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
12685,101.325,1099.3,298.15,1-ethyl-3-methylimidazolium acetate
12703,101.325,1208.3,298.15,1-ethyl-3-methylimidazolium methyl phosphonate
12721,101.325,1242.4,298.15,1-ethyl-3-methylimidazolium methanesulfonate
12739,101.325,1385.9,298.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
12757,101.325,1104.0,298.15,1-ethyl-3-methylimidazolium dicyanamide
12775,101.325,1117.0,298.15,1-ethyl-3-methylimidazolium thiocyanate
12834,101.325,1371.6,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
12835,101.325,1371.9,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
13020,101.325,1436.71,298.34,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
13039,101.325,1328.2,298.17,1-methyl-3-pentylimidazolium hexafluorophosphate
13059,101.325,1397.0,298.2,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
13077,101.325,1191.8,298.15,1-ethyl-3-methylimidazolium methyl phosphonate
13113,101.325,1583.2,298.15,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate
13132,101.325,1252.4,298.15,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate
13153,101.325,1081.4,298.15,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
13172,101.325,1236.7,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
13191,101.325,1518.45,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
13210,101.325,1108.9,298.15,1-ethyl-3-methylimidazolium dicyanamide
13348,101.325,1202.5,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
13368,101.325,1436.8,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
13388,101.325,1368.0,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
13427,101.325,1404.0,298.15,3-methyl-3-propyl-3-azabicyclo[3.2.2]nonanium bis((trifluoromethyl)sulfonyl)amide
13428,101.325,1404.0,298.15,3-methyl-3-propyl-3-azabicyclo[3.2.2]nonanium bis((trifluoromethyl)sulfonyl)amide
13429,101.325,1404.0,298.15,3-methyl-3-propyl-3-azabicyclo[3.2.2]nonanium bis((trifluoromethyl)sulfonyl)amide
13448,101.325,1394.9,298.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
13555,101.325,1372.76,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
13576,101.325,1519.5,298.13,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
13681,101.0,1550.06,298.36,1-hexyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
13702,101.325,1368.0,298.0,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
13703,101.325,1370.1,298.0,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
13704,101.325,1370.3,298.0,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
13705,101.325,1370.4,298.0,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
13706,101.325,1370.8,298.0,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
13707,101.325,1371.2,298.0,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
13708,101.325,1371.8,298.0,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
13742,101.325,1413.7,298.2,1-methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide
13826,101.325,1419.4,298.15,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide"
13847,101.325,1093.7,298.1,1-ethyl-3-methylimidazolium octyl sulfate
13867,101.325,1535.92,298.15,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
13888,101.325,1201.4,298.15,1-butyl-2-methylpyridinium tetrafluoroborate
13913,101.325,1094.5,298.15,N-octyl-3-methylpyridinium tetrafluoroborate
13934,101.325,1049.6,298.15,1-butyl-3-methylpyridinium dicyanamide
13955,101.325,1182.6,298.15,1-butyl-3-methylpyridinium tetrafluoroborate
13976,101.325,1182.6,298.15,1-butyl-4-methylpyridinium tetrafluoroborate
13991,101.325,958.6,298.15,tetradecyltrihexylphosphonium bromide
14017,101.325,1181.7,298.15,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate
14039,101.325,1130.4,298.15,3-ethyl-1-methyl-1H-imidazolium hexyl sulfate
14062,101.325,1598.4,298.15,"1-butyl-2,3-dimethyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V)"
14086,101.325,1631.0,298.15,1-(2-methoxyethyl)-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate
14110,101.325,1454.7,298.15,1-(2-methoxyethyl)-1-methylpyrrolidinium bis((trifluoromethyl)sulfonyl)amide
14130,101.325,1221.8,298.15,1-ethyl-3-methylpyridinium ethylsulfate
14131,101.325,1221.8,298.16,1-ethyl-3-methylpyridinium ethylsulfate
14150,101.325,1577.0,298.15,1-(4-sulfobutyl)-3-methylimidazolium bis(trifluoromethanesulfonyl)imide
14174,101.325,1478.4,298.15,1-(4-sulfobutyl)-3-methylimidazolium trifluoromethanesulfonate
14198,101.325,1437.7,298.15,1-methyl-3-(4-sulfobutyl)-imidazolium hydrogensulfate
14230,101.325,1464.45,298.15,2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide
14255,101.325,1505.71,298.15,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
14281,101.325,1237.8,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
14305,101.325,1253.1,298.15,1-propylpyridinium tetrafluoroborate
14330,101.325,1213.7,298.15,1-butylpyridinium tetrafluoroborate
14353,101.325,898.0,298.15,tetradecyl(trihexyl)phosphonium dicyanamide
14354,101.325,898.0,298.16,tetradecyl(trihexyl)phosphonium dicyanamide
14494,101.325,1202.3,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
14562,101.325,1238.5,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
14563,101.325,1238.5,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
14699,101.325,1238.14,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
14700,101.325,1238.15,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
14701,101.325,1238.15,298.16,1-ethyl-3-methylimidazolium ethyl sulfate
14738,101.325,1144.5,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate
14774,101.325,1103.5,298.15,1-methyl-3-octylimidazolium tetrafluoroborate
15176,101.325,1372.04,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
15177,101.325,1372.07,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
15178,101.325,1372.17,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
15179,101.325,1372.22,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
15420,101.325,1063.6,298.15,1-butyl-3-methylimidazolium octyl sulfate
17615,101.325,1237.9,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
17686,101.325,1060.5,298.15,1-butyl-3-methylimidazolium dicyanamide
17757,101.325,1436.0,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
17899,101.325,988.81,298.15,trihexyltetradecylphosphonium tetrachloroferrate
17970,101.325,1365.8,298.15,1-butyl-3-methylimidazolium tetrachloroferrate
18041,101.325,1365.77,298.15,1-ethyl-3-methylimidazolium hydrogen sulfate
18112,101.325,1095.7,298.15,1-ethyl-3-methylimidazolium octyl sulfate
18183,101.325,1286.02,298.15,1-ethyl-3-methylimidazolium methylsulfate
18254,101.325,1130.4,298.15,3-ethyl-1-methyl-1H-imidazolium hexyl sulfate
18325,101.325,1176.2,298.15,3-ethyl-1-methylimidazolium butyl sulfate
24086,101.325,1237.5,298.16,1-ethyl-3-methylimidazolium ethyl sulfate
26629,101.0,1052.6,298.15,1-butyl-3-methylimidazolium acetate
26969,101.0,1436.8,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
28911,101.325,1039.2,298.15,N-methyl-2-hydroxyethylammonium butanoate
28912,101.325,1039.1,298.4,N-methyl-2-hydroxyethylammonium butanoate
28913,101.325,1038.9,298.65,N-methyl-2-hydroxyethylammonium butanoate
28914,101.325,1038.7,298.9,N-methyl-2-hydroxyethylammonium butanoate
29152,101.325,1043.4,298.15,2-hydroxy-N-methylethanaminium isobutyrate
29153,101.325,1043.2,298.4,2-hydroxy-N-methylethanaminium isobutyrate
29154,101.325,1043.0,298.65,2-hydroxy-N-methylethanaminium isobutyrate
29155,101.325,1042.9,298.9,2-hydroxy-N-methylethanaminium isobutyrate
29393,101.325,1128.2,298.15,2-hydroxy-N-methylethanaminium formate
29394,101.325,1128.1,298.4,2-hydroxy-N-methylethanaminium formate
29395,101.325,1128.0,298.65,2-hydroxy-N-methylethanaminium formate
29396,101.325,1127.8,298.9,2-hydroxy-N-methylethanaminium formate
29634,101.325,1100.8,298.15,N-methyl-2-hydroxyethylammonium acetate
29635,101.325,1100.7,298.4,N-methyl-2-hydroxyethylammonium acetate
29636,101.325,1100.5,298.65,N-methyl-2-hydroxyethylammonium acetate
29637,101.325,1100.4,298.9,N-methyl-2-hydroxyethylammonium acetate
29875,101.325,1071.3,298.15,2-hydroxy-N-methylethanaminium propionate
29876,101.325,1071.1,298.4,2-hydroxy-N-methylethanaminium propionate
29877,101.325,1070.9,298.65,2-hydroxy-N-methylethanaminium propionate
29878,101.325,1070.8,298.9,2-hydroxy-N-methylethanaminium propionate
30116,101.325,1016.2,298.15,2-hydroxy-N-methylethanaminium pentanoate
30117,101.325,1016.0,298.4,2-hydroxy-N-methylethanaminium pentanoate
30118,101.325,1015.9,298.65,2-hydroxy-N-methylethanaminium pentanoate
30119,101.325,1015.7,298.9,2-hydroxy-N-methylethanaminium pentanoate
31140,101.0,1372.4,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
