0.0558065,1228.88
0.16742,1273.04
0.279033,1288.89
0.390646,1242.09
0.502259,1216.07
0.613872,1235.25
0.725485,1239.26
0.837098,1249.03
0.948711,1277.33
1.06032,1264.18
1.17194,1217.12
1.28355,1203.78
1.39516,1245.39
1.50678,1307.12
1.61839,1275.86
1.73,1186.41
1.84162,1214.03
1.95323,1278.12
2.06484,1289.2
2.17645,1261.7
2.28807,1249.26
2.39968,1203.22
2.51129,1215.27
2.62291,1288.75
2.73452,1281.86
2.84613,1232.34
2.95775,1247.99
3.06936,1234.91
3.18097,1226.05
3.29258,1255.09
3.4042,1274.74
3.51581,1243.28
3.62742,1202.54
3.73904,1245.07
3.85065,1289.41
3.96226,1265.32
4.07388,1242.68
4.18549,1230.19
4.2971,1238.48
4.40871,1263.49
4.52033,1254.33
4.63194,1223.63
4.74355,1246.25
4.85517,1261.64
4.96678,1233.67
5.07839,1250.49
5.19001,1273.41
5.30162,1273.34
5.41323,1223.67
5.52485,1204.27

