0.0532345,1013.17
0.159703,1193.01
0.266172,1323.77
0.372641,1193.39
0.47911,1061.57
0.585579,1178.83
0.692048,1254.59
0.798517,1312.37
0.904986,1207.05
1.01145,1137.89
1.11792,1135.71
1.22439,1154.19
1.33086,1226.84
1.43733,1269.29
1.5438,1149.24
1.65027,1159.14
1.75674,1170.52
1.86321,1304.36
1.96968,1183.67
2.07614,1145.66
2.18261,1185.66
2.28908,1216.35
2.39555,1150.23
2.50202,1218.5
2.60849,1152.12
2.71496,1180.49
2.82143,1214.91
2.9279,1177.76
3.03436,1123.68
3.14083,1235.98
3.2473,1268.33
3.35377,1069.6
3.46024,1144.96
3.56671,1292.41
3.67318,1260.01
3.77965,1101.5
3.88612,1175.12
3.99259,1230.29
4.09905,1125.07
4.20552,1246.97
4.31199,1212.42
4.41846,1040.16
4.52493,1179.4
4.6314,1292.87
4.73787,1172.54
4.84434,1244.39
4.95081,1225.24
5.05727,1207.93
5.16374,1255.83
5.27021,1149.83
