0.0513112,1386.45
0.153934,1407.95
0.256556,1400.19
0.359179,1412.13
0.461801,1380.91
0.564424,1358.74
0.667046,1392.12
0.769669,1415.02
0.872291,1383.69
0.974913,1335.12
1.07754,1285.49
1.18016,1344.73
1.28278,1373.98
1.3854,1373.36
1.48803,1406.77
1.59065,1410.11
1.69327,1408.82
1.79589,1437.73
1.89852,1450.05
2.00114,1382.4
2.10376,1378.47
2.20638,1383.2
2.30901,1390.99
2.41163,1381.6
2.51425,1356.38
2.61687,1374.6
2.7195,1361.97
2.82212,1358.97
2.92474,1343.78
3.02736,1362.83
3.12999,1370.49
3.23261,1405.98
3.33523,1409.02
3.43785,1382.49
3.54048,1369.46
3.6431,1372.41
3.74572,1415.17
3.84834,1425.6
3.95097,1412.74
4.05359,1415.04
4.15621,1374.07
4.25883,1350.87
4.36145,1338.24
4.46408,1349.02
4.5667,1372.85
4.66932,1409.48
4.77194,1413.07
4.87457,1359.09
4.97719,1352.06
5.07981,1358.64
