0.0563838,1012.37
0.169151,968.173
0.281919,1024.66
0.394686,1060.43
0.507454,1083.8
0.620221,1054.35
0.732989,967.028
0.845756,921.739
0.958524,1001.92
1.07129,1015.32
1.18406,1007.96
1.29683,985.433
1.40959,1025.18
1.52236,1051.84
1.63513,1014.84
1.7479,980.671
1.86066,1056.83
1.97343,1081.98
2.0862,997.68
2.19897,972.463
2.31173,1004.96
2.4245,1025.09
2.53727,1058.76
2.65004,1044.97
2.7628,1036.07
2.87557,1028.47
2.98834,1041.54
3.10111,1049.89
3.21387,1021.58
3.32664,956.956
3.43941,1035.47
3.55218,978.971
3.66494,1033.34
3.77771,1016.62
3.89048,1044.39
4.00325,1065.52
4.11601,1052.08
4.22878,1058.43
4.34155,1030.99
4.45432,1013.16
4.56708,1048.23
4.67985,1078.59
4.79262,975.85
4.90539,979.367
5.01815,1071.83
5.13092,1075.44
5.24369,1020.07
5.35646,997.7
5.46922,1002.84
5.58199,1071.74
