0.0509534,1310.11
0.15286,1321.73
0.254767,1480.98
0.356674,1526.28
0.458581,1485.53
0.560488,1390.26
0.662395,1377.98
0.764301,1394.29
0.866208,1425.56
0.968115,1380.55
1.07002,1354.08
1.17193,1402.61
1.27384,1440.98
1.37574,1384.02
1.47765,1349.44
1.57956,1395.78
1.68146,1505.13
1.78337,1539.23
1.88528,1391.46
1.98718,1329.66
2.08909,1414.9
2.191,1439.09
2.2929,1374.67
2.39481,1349.54
2.49672,1438.46
2.59862,1491.83
2.70053,1462.96
2.80244,1448.75
2.90435,1391.43
3.00625,1400.09
3.10816,1419.51
3.21007,1361.46
3.31197,1411.82
3.41388,1444.64
3.51579,1376.49
3.61769,1366.01
3.7196,1448.92
3.82151,1451.93
3.92341,1393.59
4.02532,1395.18
4.12723,1387.63
4.22913,1451.56
4.33104,1499.26
4.43295,1436.51
4.53485,1403.98
4.63676,1338.3
4.73867,1352.03
4.84058,1433.35
4.94248,1447.47
5.04439,1432.78
