0.0571663,997.201
0.171499,1031.22
0.285831,1032.14
0.400164,970.1
0.514496,999.304
0.628829,1037.01
0.743161,1012.24
0.857494,994.842
0.971826,1014.51
1.08616,959.789
1.20049,945.076
1.31482,1013.37
1.42916,1008.32
1.54349,974.68
1.65782,1028.27
1.77215,1066.26
1.88649,1024.01
2.00082,996.186
2.11515,1021.33
2.22948,1037.21
2.34382,1036.16
2.45815,993.399
2.57248,987.955
2.68681,1013.38
2.80115,1015.74
2.91548,991.17
3.02981,992.449
3.14414,992.792
3.25848,984.313
3.37281,981.125
3.48714,993.65
3.60147,994.319
3.71581,1002.88
3.83014,1023.97
3.94447,1016.65
4.0588,995.666
4.17314,993.665
4.28747,987.565
4.4018,991.637
4.51613,1017.24
4.63047,1022.47
4.7448,1011.9
4.85913,1021.75
4.97346,998.183
5.0878,992.269
5.20213,993.948
5.31646,981.722
5.43079,997.122
5.54513,1007.41
5.65946,988.74
