0.0543513,1230.51
0.163054,1244.12
0.271756,1203.37
0.380459,1146.6
0.489162,1089.03
0.597864,1130.18
0.706567,1216.17
0.815269,1247.79
0.923972,1194.32
1.03267,1138.32
1.14138,1171.64
1.25008,1228.65
1.35878,1230.41
1.46748,1184.32
1.57619,1181.12
1.68489,1252.88
1.79359,1229.95
1.9023,1130.55
2.011,1111.77
2.1197,1174.86
2.2284,1202.77
2.33711,1193.62
2.44581,1172.96
2.55451,1160.48
2.66321,1158.99
2.77192,1201.65
2.88062,1224.84
2.98932,1161.65
3.09802,1145.19
3.20673,1202.24
3.31543,1235.99
3.42413,1238.49
3.53283,1234.2
3.64154,1238.8
3.75024,1229.97
3.85894,1196.24
3.96764,1194.92
4.07635,1197.49
4.18505,1187.62
4.29375,1129.22
4.40245,1105.5
4.51116,1113.26
4.61986,1163.5
4.72856,1228.99
4.83727,1227.25
4.94597,1235.71
5.05467,1212.03
5.16337,1171.75
5.27208,1201.06
5.38078,1220.69
